Origin,Destination,Distance
Westerwaldkreis,KS Worms,108.17051742698548
Westerwaldkreis,KS Zweibrucken,150.06851845249548
KS Frankenthal,Ahrweiler,139.25511406397837
KS Frankenthal,Altenkirchen,138.92704697434246
KS Frankenthal,Alzey-Worms,28.24870713874444
KS Frankenthal,Bad Durkheim,15.513808374331402
KS Frankenthal,Bad Kreuznach,47.860936907173155
KS Frankenthal,Bernkastel-Wittlich,111.17538890339794
KS Frankenthal,Birkenfeld,81.2506742784643
KS Frankenthal,Bitburg-Prum,151.69047166540318
KS Frankenthal,Cochem-Zell,107.40770237642054
KS Frankenthal,Donnersbergkreis,34.38501348623469
KS Frankenthal,Germersheim,35.58946984705136
KS Frankenthal,Kaiserslautern,45.310142679587635
KS Frankenthal,Kusel,63.71767331777562
KS Frankenthal,Mainz-Bingen,43.91172529002971
KS Frankenthal,Mayen-Koblenz,115.3052499862591
KS Frankenthal,Neuwied,129.78339373885586
KS Frankenthal,Rhein-Hunsruck,82.31838217555377
KS Frankenthal,Rhein-Lahn-Kreis,88.78519312828776
KS Frankenthal,Rhein-Pfalz-Kreis,10.114055206564961
KS Frankenthal,Sudliche Weinstr.,22.42476357592525
KS Frankenthal,Sudwestpfalz,64.45069845574685
KS Frankenthal,Trier-Saarburg,121.26063619233355
KS Frankenthal,Vulkaneifel,136.48157319369238
KS Frankenthal,Westerwaldkreis,118.75772420622653
KS Frankenthal,KS Kaiserslautern,45.310142679587635
KS Frankenthal,KS Koblenz,105.32125747858984
KS Frankenthal,KS Landau i.d.Pf.,40.946492575724
KS Frankenthal,KS Ludwigshafen,8.837348512671651
KS Frankenthal,KS Mainz,51.57246182979971
KS Frankenthal,KS Neustadt a.d.W.,25.59779190648802
KS Frankenthal,KS Pirmasens,66.90716949949139
KS Frankenthal,KS Speyer,23.90130829384288
KS Frankenthal,KS Trier,127.1058609160949
KS Frankenthal,KS Worms,11.12211526225472
KS Frankenthal,KS Zweibrucken,78.77042135265411
KS Kaiserslautern,Ahrweiler,122.25514835342896
KS Kaiserslautern,Altenkirchen,140.240065783819
KS Kaiserslautern,Alzey-Worms,43.682160112451584
KS Kaiserslautern,Bad Durkheim,30.048251455392275
KS Kaiserslautern,Bad Kreuznach,43.14400441303773
KS Kaiserslautern,Bernkastel-Wittlich,79.15802361453069
KS Kaiserslautern,Birkenfeld,45.89663274522645
KS Kaiserslautern,Bitburg-Prum,117.35811393593026
KS Kaiserslautern,Cochem-Zell,86.69166205020676
KS Kaiserslautern,Donnersbergkreis,24.09632433106307
KS Kaiserslautern,Germersheim,51.18459113893983
KS Kaiserslautern,Kaiserslautern,0.0
KS Kaiserslautern,Kusel,23.067415520129458
KS Kaiserslautern,Mainz-Bingen,56.3930813684901
KS Kaiserslautern,Mayen-Koblenz,102.64069671647883
KS Kaiserslautern,Neuwied,124.97213753637294
KS Kaiserslautern,Rhein-Hunsruck,66.11015714130043
KS Kaiserslautern,Rhein-Lahn-Kreis,91.5478981889283
KS Kaiserslautern,Rhein-Pfalz-Kreis,42.780986139781355
KS Kaiserslautern,Sudliche Weinstr.,22.905219771915515
KS Kaiserslautern,Sudwestpfalz,27.268916381405234
KS Kaiserslautern,Trier-Saarburg,80.87143309917501
KS Kaiserslautern,Vulkaneifel,111.30763081057826
KS Kaiserslautern,Westerwaldkreis,123.76364994833973
KS Kaiserslautern,KS Frankenthal,45.310142679587635
KS Kaiserslautern,KS Koblenz,100.68276136417285
KS Kaiserslautern,KS Landau i.d.Pf.,37.378888282290184
KS Kaiserslautern,KS Ludwigshafen,50.1278492542196
KS Kaiserslautern,KS Mainz,71.74875524437486
KS Kaiserslautern,KS Neustadt a.d.W.,30.02260459023774
KS Kaiserslautern,KS Pirmasens,29.865748713251985
KS Kaiserslautern,KS Speyer,51.139169925922026
KS Kaiserslautern,KS Trier,87.56829880376512
KS Kaiserslautern,KS Worms,48.9426624652859
KS Kaiserslautern,KS Zweibrucken,35.455144631091606
KS Koblenz,Ahrweiler,43.13074704520908
KS Koblenz,Altenkirchen,40.44586439682319
KS Koblenz,Alzey-Worms,77.13417736071828
KS Koblenz,Bad Durkheim,103.76503648257263
KS Koblenz,Bad Kreuznach,60.981809292568514
KS Koblenz,Bernkastel-Wittlich,66.39691152865774
KS Koblenz,Birkenfeld,73.9554029834895
KS Koblenz,Bitburg-Prum,92.36302236713085
KS Koblenz,Cochem-Zell,37.42920612511973
KS Koblenz,Donnersbergkreis,82.0409381615359
KS Koblenz,Germersheim,137.08208804415563
KS Koblenz,Kaiserslautern,100.68276136417285
KS Koblenz,Kusel,88.29120528733853
KS Koblenz,Mainz-Bingen,61.93088360329024
KS Koblenz,Mayen-Koblenz,20.05663398476455
KS Koblenz,Neuwied,24.865865791020358
KS Koblenz,Rhein-Hunsruck,37.53806258093983
KS Koblenz,Rhein-Lahn-Kreis,20.547664851215938
KS Koblenz,Rhein-Pfalz-Kreis,113.34489716664322
KS Koblenz,Sudliche Weinstr.,101.19876271161411
KS Koblenz,Sudwestpfalz,125.69240145443163
KS Koblenz,Trier-Saarburg,96.88239791139021
KS Koblenz,Vulkaneifel,58.302953698833626
KS Koblenz,Westerwaldkreis,30.2216390262539
KS Koblenz,KS Frankenthal,105.32125747858984
KS Koblenz,KS Kaiserslautern,100.68276136417285
KS Koblenz,KS Landau i.d.Pf.,132.00855759859346
KS Koblenz,KS Ludwigshafen,114.032399709339
KS Koblenz,KS Mainz,61.69542978569869
KS Koblenz,KS Neustadt a.d.W.,116.75965371692973
KS Koblenz,KS Pirmasens,127.90842652864028
KS Koblenz,KS Speyer,128.19961598275592
KS Koblenz,KS Trier,96.33338906239518
KS Koblenz,KS Worms,95.94833261979018
KS Koblenz,KS Zweibrucken,123.46294676503163
KS Landau i.d.Pf.,Ahrweiler,158.05020142750945
KS Landau i.d.Pf.,Altenkirchen,169.67062537311278
KS Landau i.d.Pf.,Alzey-Worms,60.09760637083984
KS Landau i.d.Pf.,Bad Durkheim,31.351812836092325
KS Landau i.d.Pf.,Bad Kreuznach,71.1121404930208
KS Landau i.d.Pf.,Bernkastel-Wittlich,116.50843497096106
KS Landau i.d.Pf.,Birkenfeld,83.21523069774054
KS Landau i.d.Pf.,Bitburg-Prum,154.22269075099132
KS Landau i.d.Pf.,Cochem-Zell,122.91519540629055
KS Landau i.d.Pf.,Donnersbergkreis,49.9762669866805
KS Landau i.d.Pf.,Germersheim,18.247994931010012
KS Landau i.d.Pf.,Kaiserslautern,37.378888282290184
KS Landau i.d.Pf.,Kusel,60.062541506167285
KS Landau i.d.Pf.,Mainz-Bingen,76.74212736793541
KS Landau i.d.Pf.,Mayen-Koblenz,136.9532436638981
KS Landau i.d.Pf.,Neuwied,156.8320737505363
KS Landau i.d.Pf.,Rhein-Hunsruck,100.61538640722313
KS Landau i.d.Pf.,Rhein-Lahn-Kreis,119.26652663938044
KS Landau i.d.Pf.,Rhein-Pfalz-Kreis,31.495186472612545
KS Landau i.d.Pf.,Sudliche Weinstr.,31.35181283609233
KS Landau i.d.Pf.,Sudwestpfalz,35.71685641038425
KS Landau i.d.Pf.,Trier-Saarburg,115.84517775622598
KS Landau i.d.Pf.,Vulkaneifel,148.47417172219644
KS Landau i.d.Pf.,Westerwaldkreis,151.14335858900148
KS Landau i.d.Pf.,KS Frankenthal,40.946492575724
KS Landau i.d.Pf.,KS Kaiserslautern,37.378888282290184
KS Landau i.d.Pf.,KS Koblenz,132.00855759859346
KS Landau i.d.Pf.,KS Ludwigshafen,38.42805854130602
KS Landau i.d.Pf.,KS Mainz,88.62271835128504
KS Landau i.d.Pf.,KS Neustadt a.d.W.,16.82446084825764
KS Landau i.d.Pf.,KS Pirmasens,37.180787598410404
KS Landau i.d.Pf.,KS Speyer,26.84112983056214
KS Landau i.d.Pf.,KS Trier,122.91748460904343
KS Landau i.d.Pf.,KS Worms,51.14727663344136
KS Landau i.d.Pf.,KS Zweibrucken,54.080422462110626
KS Ludwigshafen,Ahrweiler,148.0843616584537
KS Ludwigshafen,Altenkirchen,147.2235358663117
KS Ludwigshafen,Alzey-Worms,37.03793481914016
KS Ludwigshafen,Bad Durkheim,20.318884335110123
KS Ludwigshafen,Bad Kreuznach,56.65108286037997
KS Ludwigshafen,Bernkastel-Wittlich,119.21261079225435
KS Ludwigshafen,Birkenfeld,88.68908026643537
KS Ludwigshafen,Bitburg-Prum,159.6314752167694
KS Ludwigshafen,Cochem-Zell,116.1172816279581
KS Ludwigshafen,Donnersbergkreis,42.27239719740766
KS Ludwigshafen,Germersheim,29.49471556181042
KS Ludwigshafen,Kaiserslautern,50.1278492542196
KS Ludwigshafen,Kusel,70.07739872795963
KS Ludwigshafen,Mainz-Bingen,52.43221489251563
KS Ludwigshafen,Mayen-Koblenz,124.14125291390572
KS Ludwigshafen,Neuwied,138.43134239079367
KS Ludwigshafen,Rhein-Hunsruck,91.07328476318327
KS Ludwigshafen,Rhein-Lahn-Kreis,97.25728062478656
KS Ludwigshafen,Rhein-Pfalz-Kreis,7.979851534472228
KS Ludwigshafen,Sudliche Weinstr.,27.556727673724346
KS Ludwigshafen,Sudwestpfalz,66.22523867360522
KS Ludwigshafen,Trier-Saarburg,128.16254493726453
KS Ludwigshafen,Vulkaneifel,145.0850518745224
KS Ludwigshafen,Westerwaldkreis,126.88227298685472
KS Ludwigshafen,KS Frankenthal,8.837348512671651
KS Ludwigshafen,KS Kaiserslautern,50.1278492542196
KS Ludwigshafen,KS Koblenz,114.032399709339
KS Ludwigshafen,KS Landau i.d.Pf.,38.42805854130602
KS Ludwigshafen,KS Mainz,59.12033088746354
KS Ludwigshafen,KS Neustadt a.d.W.,25.532194399834037
KS Ludwigshafen,KS Pirmasens,68.52833488648518
KS Ludwigshafen,KS Speyer,16.69841604459181
KS Ludwigshafen,KS Trier,134.20185563507115
KS Ludwigshafen,KS Worms,18.71286558907543
KS Ludwigshafen,KS Zweibrucken,81.82055551904374
KS Mainz,Ahrweiler,102.3780184067094
KS Mainz,Altenkirchen,89.4445162384904
KS Mainz,Alzey-Worms,29.33481162622549
KS Mainz,Bad Durkheim,57.27566189715369
KS Mainz,Bad Kreuznach,34.39299586845499
KS Mainz,Bernkastel-Wittlich,95.7403920149592
KS Mainz,Birkenfeld,78.3576862752398
KS Mainz,Bitburg-Prum,134.0857609435761
KS Mainz,Cochem-Zell,78.87073018868976
KS Mainz,Donnersbergkreis,47.691126163140815
KS Mainz,Germersheim,86.99629485073667
KS Mainz,Kaiserslautern,71.74875524437486
KS Mainz,Kusel,75.04833159237768
KS Mainz,Mainz-Bingen,15.986896588489559
KS Mainz,Mayen-Koblenz,77.1661348297016
KS Mainz,Neuwied,83.96938582192429
KS Mainz,Rhein-Hunsruck,55.95507088939809
KS Mainz,Rhein-Lahn-Kreis,41.966503459326134
KS Mainz,Rhein-Pfalz-Kreis,61.38092591479061
KS Mainz,Sudliche Weinstr.,58.708823437807375
KS Mainz,Sudwestpfalz,98.65497386626159
KS Mainz,Trier-Saarburg,117.7367905799087
KS Mainz,Vulkaneifel,108.46458581244819
KS Mainz,Westerwaldkreis,68.505974639799
KS Mainz,KS Frankenthal,51.57246182979971
KS Mainz,KS Kaiserslautern,71.74875524437486
KS Mainz,KS Koblenz,61.69542978569869
KS Mainz,KS Landau i.d.Pf.,88.62271835128504
KS Mainz,KS Ludwigshafen,59.12033088746354
KS Mainz,KS Neustadt a.d.W.,71.7982575833595
KS Mainz,KS Pirmasens,101.30406722551504
KS Mainz,KS Speyer,75.40899330462534
KS Mainz,KS Trier,121.11795385817054
KS Mainz,KS Worms,40.56162449736405
KS Mainz,KS Zweibrucken,105.765773830039
KS Neustadt a.d.W.,Ahrweiler,144.98207568315485
KS Neustadt a.d.W.,Altenkirchen,153.73321643468554
KS Neustadt a.d.W.,Alzey-Worms,43.37598557399715
KS Neustadt a.d.W.,Bad Durkheim,14.530956372994297
KS Neustadt a.d.W.,Bad Kreuznach,55.79953383141929
KS Neustadt a.d.W.,Bernkastel-Wittlich,107.37682876398345
KS Neustadt a.d.W.,Birkenfeld,74.61939374372793
KS Neustadt a.d.W.,Bitburg-Prum,146.5437748800331
KS Neustadt a.d.W.,Cochem-Zell,110.51346834074691
KS Neustadt a.d.W.,Donnersbergkreis,35.31791563121546
KS Neustadt a.d.W.,Germersheim,22.328476005517306
KS Neustadt a.d.W.,Kaiserslautern,30.02260459023774
KS Neustadt a.d.W.,Kusel,52.76457427281464
KS Neustadt a.d.W.,Mainz-Bingen,60.098930244704384
KS Neustadt a.d.W.,Mayen-Koblenz,122.95604748707181
KS Neustadt a.d.W.,Neuwied,141.62510511842652
KS Neustadt a.d.W.,Rhein-Hunsruck,87.1103072069713
KS Neustadt a.d.W.,Rhein-Lahn-Kreis,103.20156964985873
KS Neustadt a.d.W.,Rhein-Pfalz-Kreis,17.631970140645816
KS Neustadt a.d.W.,Sudliche Weinstr.,15.579704624174143
KS Neustadt a.d.W.,Sudwestpfalz,40.90688544323807
KS Neustadt a.d.W.,Trier-Saarburg,110.88938263477841
KS Neustadt a.d.W.,Vulkaneifel,137.42434405801768
KS Neustadt a.d.W.,Westerwaldkreis,134.87241904649326
KS Neustadt a.d.W.,KS Frankenthal,25.59779190648802
KS Neustadt a.d.W.,KS Kaiserslautern,30.02260459023774
KS Neustadt a.d.W.,KS Koblenz,116.75965371692973
KS Neustadt a.d.W.,KS Landau i.d.Pf.,16.82446084825764
KS Neustadt a.d.W.,KS Ludwigshafen,25.532194399834037
KS Neustadt a.d.W.,KS Mainz,71.7982575833595
KS Neustadt a.d.W.,KS Pirmasens,43.13232273559881
KS Neustadt a.d.W.,KS Speyer,21.335358828116163
KS Neustadt a.d.W.,KS Trier,117.54928972171865
KS Neustadt a.d.W.,KS Worms,34.98204817436309
KS Neustadt a.d.W.,KS Zweibrucken,57.31794249387701
KS Pirmasens,Ahrweiler,144.30583807406663
KS Pirmasens,Altenkirchen,168.05262172619632
KS Pirmasens,Alzey-Worms,72.61785334291119
KS Pirmasens,Bad Durkheim,51.92388643401855
KS Pirmasens,Bad Kreuznach,72.74502518797807
KS Pirmasens,Bernkastel-Wittlich,94.18801871335296
KS Pirmasens,Birkenfeld,62.58634704224936
KS Pirmasens,Bitburg-Prum,127.46148230908156
KS Pirmasens,Cochem-Zell,108.65717110301884
KS Pirmasens,Donnersbergkreis,53.85713909469505
KS Pirmasens,Germersheim,55.42081172740401
KS Pirmasens,Kaiserslautern,29.865748713251985
KS Pirmasens,Kusel,40.97535445409371
KS Pirmasens,Mainz-Bingen,86.15783510331605
KS Pirmasens,Mayen-Koblenz,127.29201268323183
KS Pirmasens,Neuwied,151.51399212727964
KS Pirmasens,Rhein-Hunsruck,91.54748474782552
KS Pirmasens,Rhein-Lahn-Kreis,120.47631797615693
KS Pirmasens,Rhein-Pfalz-Kreis,60.554151727538
KS Pirmasens,Sudliche Weinstr.,46.449092349271766
KS Pirmasens,Sudwestpfalz,2.65914461243645
KS Pirmasens,Trier-Saarburg,85.7378158478802
KS Pirmasens,Vulkaneifel,129.25815286412185
KS Pirmasens,Westerwaldkreis,152.5077672981872
KS Pirmasens,KS Frankenthal,66.90716949949139
KS Pirmasens,KS Kaiserslautern,29.865748713251985
KS Pirmasens,KS Koblenz,127.90842652864028
KS Pirmasens,KS Landau i.d.Pf.,37.180787598410404
KS Pirmasens,KS Ludwigshafen,68.52833488648518
KS Pirmasens,KS Mainz,101.30406722551504
KS Pirmasens,KS Neustadt a.d.W.,43.13232273559881
KS Pirmasens,KS Speyer,62.11540410154325
KS Pirmasens,KS Trier,93.18551937488448
KS Pirmasens,KS Worms,73.72379954332668
KS Pirmasens,KS Zweibrucken,17.6522914398846
KS Speyer,Ahrweiler,160.17217248262074
KS Speyer,Altenkirchen,162.63290850514107
KS Speyer,Alzey-Worms,51.21135563852813
KS Speyer,Bad Durkheim,26.468242133310238
KS Speyer,Bad Kreuznach,68.79372725019063
KS Speyer,Bernkastel-Wittlich,126.64785268566455
KS Speyer,Birkenfeld,94.52206622080719
KS Speyer,Bitburg-Prum,166.4118749444015
KS Speyer,Cochem-Zell,126.91036010761928
KS Speyer,Donnersbergkreis,51.07225398667809
KS Speyer,Germersheim,13.251746452072183
KS Speyer,Kaiserslautern,51.139169925922026
KS Speyer,Kusel,73.48697340547328
KS Speyer,Mainz-Bingen,67.48223674063041
KS Speyer,Mayen-Koblenz,136.92421489291445
KS Speyer,Neuwied,152.8587095973995
KS Speyer,Rhein-Hunsruck,102.43289770058516
KS Speyer,Rhein-Lahn-Kreis,112.3155959046314
KS Speyer,Rhein-Pfalz-Kreis,14.859655060743533
KS Speyer,Sudliche Weinstr.,32.211941936490135
KS Speyer,Sudwestpfalz,60.19802758148028
KS Speyer,Trier-Saarburg,131.85889979095532
KS Speyer,Vulkaneifel,154.9885815134365
KS Speyer,Westerwaldkreis,142.591839308333
KS Speyer,KS Frankenthal,23.90130829384288
KS Speyer,KS Kaiserslautern,51.139169925922026
KS Speyer,KS Koblenz,128.19961598275592
KS Speyer,KS Landau i.d.Pf.,26.84112983056214
KS Speyer,KS Ludwigshafen,16.69841604459181
KS Speyer,KS Mainz,75.40899330462534
KS Speyer,KS Neustadt a.d.W.,21.335358828116163
KS Speyer,KS Pirmasens,62.11540410154325
KS Speyer,KS Trier,138.39654430560455
KS Speyer,KS Worms,34.84900999817023
KS Speyer,KS Zweibrucken,77.62173422385096
KS Trier,Ahrweiler,81.4232194442308
KS Trier,Altenkirchen,130.44226699574915
KS Trier,Alzey-Worms,108.81910423002793
KS Trier,Bad Durkheim,114.27370925135378
KS Trier,Bad Kreuznach,89.73059476531273
KS Trier,Bernkastel-Wittlich,29.968082859113835
KS Trier,Birkenfeld,46.257363485391146
KS Trier,Bitburg-Prum,36.24281616870783
KS Trier,Cochem-Zell,59.13849207331581
KS Trier,Donnersbergkreis,93.1555408537029
KS Trier,Germersheim,138.51676341881895
KS Trier,Kaiserslautern,87.56829880376512
KS Trier,Kusel,64.91204602884112
KS Trier,Mainz-Bingen,107.79147714501285
KS Trier,Mayen-Koblenz,81.2715575960011
KS Trier,Neuwied,108.66121234710066
KS Trier,Rhein-Hunsruck,68.71456946690896
KS Trier,Rhein-Lahn-Kreis,105.44393374212237
KS Trier,Rhein-Pfalz-Kreis,128.034679387054
KS Trier,Sudliche Weinstr.,107.29892442919488
KS Trier,Sudwestpfalz,92.84485568435005
KS Trier,Trier-Saarburg,7.510110003144791
KS Trier,Vulkaneifel,55.84862762326771
KS Trier,Westerwaldkreis,126.37113645070613
KS Trier,KS Frankenthal,127.1058609160949
KS Trier,KS Kaiserslautern,87.56829880376512
KS Trier,KS Koblenz,96.33338906239518
KS Trier,KS Landau i.d.Pf.,122.91748460904343
KS Trier,KS Ludwigshafen,134.20185563507115
KS Trier,KS Mainz,121.11795385817054
KS Trier,KS Neustadt a.d.W.,117.54928972171865
KS Trier,KS Pirmasens,93.18551937488448
KS Trier,KS Speyer,138.39654430560455
KS Trier,KS Worms,125.41190240592553
KS Trier,KS Zweibrucken,77.23736186851323
KS Worms,Ahrweiler,131.41419369174045
KS Worms,Altenkirchen,128.5483913696084
KS Worms,Alzey-Worms,20.040556339328184
KS Worms,Bad Durkheim,22.08283036469219
KS Worms,Bad Kreuznach,41.162290307109274
KS Worms,Bernkastel-Wittlich,107.22564087834725
KS Worms,Birkenfeld,79.16674662248009
KS Worms,Bitburg-Prum,147.8373326436516
KS Worms,Cochem-Zell,100.80243311746538
KS Worms,Donnersbergkreis,32.50331190406559
KS Worms,Germersheim,46.71158510930596
KS Worms,Kaiserslautern,48.9426624652859
KS Worms,Kusel,64.23303936587205
KS Worms,Mainz-Bingen,34.06766547132203
KS Worms,Mayen-Koblenz,107.01858328505946
KS Worms,Neuwied,120.14811680969476
KS Worms,Rhein-Hunsruck,75.52754279097104
KS Worms,Rhein-Lahn-Kreis,78.72565534524054
KS Worms,Rhein-Pfalz-Kreis,21.18136463794171
KS Worms,Sudliche Weinstr.,27.37349076055307
KS Worms,Sudwestpfalz,71.15735265837512
KS Worms,Trier-Saarburg,120.01082608939565
KS Worms,Vulkaneifel,130.35822786884188
KS Worms,Westerwaldkreis,108.17051742698548
KS Worms,KS Frankenthal,11.12211526225472
KS Worms,KS Kaiserslautern,48.9426624652859
KS Worms,KS Koblenz,95.94833261979018
KS Worms,KS Landau i.d.Pf.,51.14727663344136
KS Worms,KS Ludwigshafen,18.71286558907543
KS Worms,KS Mainz,40.56162449736405
KS Worms,KS Neustadt a.d.W.,34.98204817436309
KS Worms,KS Pirmasens,73.72379954332668
KS Worms,KS Speyer,34.84900999817023
KS Worms,KS Trier,125.41190240592553
KS Worms,KS Zweibrucken,83.8772656883199
KS Zweibrucken,Ahrweiler,134.86752566375407
KS Zweibrucken,Altenkirchen,163.90855325220355
KS Zweibrucken,Alzey-Worms,78.76096710138094
KS Zweibrucken,Bad Durkheim,63.280752406624885
KS Zweibrucken,Bad Kreuznach,73.96490771220408
KS Zweibrucken,Bernkastel-Wittlich,81.77112227188402
KS Zweibrucken,Birkenfeld,52.77278043259419
KS Zweibrucken,Bitburg-Prum,112.37293030993781
KS Zweibrucken,Cochem-Zell,99.83679161969641
KS Zweibrucken,Donnersbergkreis,58.43662060841749
KS Zweibrucken,Germersheim,72.17529776405338
KS Zweibrucken,Kaiserslautern,35.455144631091606
KS Zweibrucken,Kusel,35.389672286016896
KS Zweibrucken,Mainz-Bingen,89.94823009773157
KS Zweibrucken,Mayen-Koblenz,120.17694518426372
KS Zweibrucken,Neuwied,145.92173152577595
KS Zweibrucken,Rhein-Hunsruck,86.07850674694413
KS Zweibrucken,Rhein-Lahn-Kreis,118.81481242782418
KS Zweibrucken,Rhein-Pfalz-Kreis,73.90410429786377
KS Zweibrucken,Sudliche Weinstr.,56.7784483331137
KS Zweibrucken,Sudwestpfalz,18.50990301568782
KS Zweibrucken,Trier-Saarburg,69.73219838579651
KS Zweibrucken,Vulkaneifel,117.52515367874405
KS Zweibrucken,Westerwaldkreis,150.06851845249548
KS Zweibrucken,KS Frankenthal,78.77042135265411
KS Zweibrucken,KS Kaiserslautern,35.455144631091606
KS Zweibrucken,KS Koblenz,123.46294676503163
KS Zweibrucken,KS Landau i.d.Pf.,54.080422462110626
KS Zweibrucken,KS Ludwigshafen,81.82055551904374
KS Zweibrucken,KS Mainz,105.765773830039
KS Zweibrucken,KS Neustadt a.d.W.,57.31794249387701
KS Zweibrucken,KS Pirmasens,17.6522914398846
KS Zweibrucken,KS Speyer,77.62173422385096
KS Zweibrucken,KS Trier,77.23736186851323
KS Zweibrucken,KS Worms,83.8772656883199
